Word,W/million,logW,logW-CD
洽谈,0.57,1.2788,1.2041
浓厚,0.57,1.2788,1.2788
头套,0.57,1.2788,1.2041
能说会道,0.57,1.2788,1.2553
股子,0.57,1.2788,1.2788
丑话,0.57,1.2788,1.2788
里克,0.57,1.2788,1.0414
头功,0.57,1.2788,0.4771
功亏一篑,0.57,1.2788,1.2788
童谣,0.57,1.2788,1.2041
世界观,0.57,1.2788,1.2041
林贵,0.57,1.2788,0
输氧,0.57,1.2788,1.2304
劳尔,0.57,1.2788,0.9542
泡茶,0.57,1.2788,1.2553
会考,0.57,1.2788,1.2553
切入点,0.57,1.2788,1.2553
包装袋,0.57,1.2788,1.1761
旁证,0.57,1.2788,1.1761
图解,0.57,1.2788,1.1139
百分之五,0.57,1.2788,1.0414
报告会,0.57,1.2788,1.2553
正吉,0.57,1.2788,0
鲭,0.57,1.2788,1.0792
调羹,0.57,1.2788,1.1461
舅妈,0.57,1.2788,1.1139
金赛,0.57,1.2788,0
常年,0.57,1.2788,1.2304
黑体,0.57,1.2788,0.9031
双眼,0.57,1.2788,1.2553
鲍曼,0.57,1.2788,0.7782
分叉,0.57,1.2788,1.2304
双翼,0.57,1.2788,1.2041
萤,0.57,1.2788,1.1461
迥异,0.57,1.2788,1.2041
内分泌,0.57,1.2788,1.2041
优化,0.57,1.2788,1.1139
鞋垫,0.57,1.2788,1.2304
亚麻布,0.57,1.2788,1.2304
姥爷,0.57,1.2788,0.9031
辣椒粉,0.57,1.2788,1.1139
片酬,0.57,1.2788,1.1139
仿冒,0.57,1.2788,1.1461
自诩,0.57,1.2788,1.2553
食宿,0.57,1.2788,1.2788
他用,0.57,1.2788,1.2788
逍遥自在,0.57,1.2788,1.2788
狄恩,0.57,1.2788,0
字符,0.57,1.2788,1.1461
焦耳,0.57,1.2788,1.1461
不管不顾,0.57,1.2788,1.2304
抢占,0.57,1.2788,1.2788
黑线,0.57,1.2788,1.0792
出台,0.57,1.2788,1.2788
麦奎,0.57,1.2788,0.6021
闭路,0.57,1.2788,1.2304
鲍鱼,0.57,1.2788,1.1139
拥堵,0.57,1.2788,1.2553
钱夹,0.57,1.2788,1.2553
象牙塔,0.57,1.2788,1.2553
吉恩·克劳德,0.57,1.2788,0.4771
麦可斯,0.57,1.2788,0
车技,0.57,1.2788,1.2553
奉行,0.57,1.2788,1.2788
今非昔比,0.57,1.2788,1.2788
狮子座,0.57,1.2788,1.1139
舐,0.57,1.2788,1.1139
短袜,0.57,1.2788,1.1761
理查德·尼克松,0.57,1.2788,0.8451
遥望,0.57,1.2788,0.8451
各州,0.57,1.2788,1.2553
肉片,0.57,1.2788,1.1761
基诺维亚,0.57,1.2788,0
发言稿,0.57,1.2788,1.1139
销赃,0.57,1.2788,1.1761
包机,0.57,1.2788,1.2041
伯·伯罗斯,0.57,1.2788,0
罗威,0.57,1.2788,1.1461
仿造,0.57,1.2788,1.2041
斯特劳博,0.57,1.2788,0
衣裳,0.57,1.2788,1.2553
衣装,0.57,1.2788,1.2553
雷诺兹,0.57,1.2788,0.9031
肉搏,0.57,1.2788,1.2553
费尔金斯,0.57,1.2788,0
尼姆,0.57,1.2788,0.4771
白瑞摩,0.57,1.2788,0
住家,0.57,1.2788,1.2788
火源,0.57,1.2788,1.0792
才气,0.57,1.2788,1.2553
见怪不怪,0.57,1.2788,1.2553
全军覆没,0.57,1.2788,1.2041
纳撒尼尔,0.57,1.2788,0.7782
远远地,0.57,1.2788,1.2788
师兄,0.57,1.2788,0.699
册封,0.57,1.2788,0.8451
第十五,0.57,1.2788,1.2788
化验室,0.57,1.2788,1.2304
搜索引擎,0.57,1.2788,1.2553
生生不息,0.57,1.2788,1.1461
生机勃勃,0.57,1.2788,1.2788
硬撑,0.57,1.2788,1.2304
顶头上司,0.57,1.2788,1.2553
节能,0.57,1.2788,1.0792
艾莲娜,0.57,1.2788,0.301
宾利,0.57,1.2788,1.1139
橘子汁,0.57,1.2788,1.1761
不着边际,0.57,1.2788,1.2788
挠痒,0.57,1.2788,1.1461
奶糖,0.57,1.2788,1.1461
简朴,0.57,1.2788,1.2041
遮阳伞,0.57,1.2788,1.1461
结婚证,0.57,1.2788,1.1761
科莫,0.57,1.2788,1
师生,0.57,1.2788,1.2304
奇特·琼斯,0.57,1.2788,0
一气呵成,0.57,1.2788,1.2304
天价,0.57,1.2788,1.2553
施放,0.57,1.2788,1.0414
夏姆,0.57,1.2788,0.4771
剪彩,0.57,1.2788,1.1761
葡萄汁,0.57,1.2788,1.2304
夏子,0.57,1.2788,0.301
牡丹,0.57,1.2788,1.1761
演艺界,0.57,1.2788,1.2041
结婚照,0.57,1.2788,1.1139
急迫,0.57,1.2788,1.2788
断头,0.57,1.2788,1.0414
一二三四,0.57,1.2788,1
起锚,0.57,1.2788,1.2041
上千万,0.57,1.2788,1.2553
西奥多,0.57,1.2788,0.8451
落汤鸡,0.57,1.2788,1.2304
乐善好施,0.57,1.2788,1.2553
左膀右臂,0.57,1.2788,1.2788
追星族,0.57,1.2788,1.2041
天敌,0.57,1.2788,1.2553
马蹄铁,0.57,1.2788,1.1139
化险为夷,0.57,1.2788,1.2788
绳梯,0.57,1.2788,0.9542
埃尔斯顿,0.57,1.2788,0
夏景,0.57,1.2788,0.301
轻轻地,0.57,1.2788,1.2553
丹·怀特,0.57,1.2788,0.301
隐隐,0.57,1.2788,1.2788
明尼阿波利斯,0.57,1.2788,1.1761
祖儿,0.57,1.2788,0.301
桑德·莎莉芙,0.57,1.2788,0
广袤,0.57,1.2788,1.2788
俊植,0.57,1.2788,0
候审,0.57,1.2788,1.2304
文件柜,0.57,1.2788,1.1761
皱巴巴,0.57,1.2788,1.2304
鯨,0.57,1.2788,0
饱餐,0.57,1.2788,1.2041
震怒,0.57,1.2788,1.2041
领头人,0.57,1.2788,1.1761
合力,0.57,1.2788,1.2304
合十,0.57,1.2788,1.1761
热心肠,0.57,1.2788,1.1761
海战,0.57,1.2788,1.1461
无名指,0.57,1.2788,1.1761
酸黄瓜,0.57,1.2788,1
闲言碎语,0.57,1.2788,1.2553
海伦凯勒,0.57,1.2788,0.301
自圆其说,0.57,1.2788,1.2553
西语,0.57,1.2788,0.9031
满腹,0.57,1.2788,1.2553
微处理器,0.57,1.2788,0.9542
交通部,0.57,1.2788,1.2041
持球,0.57,1.2788,1.1761
破坏力,0.57,1.2788,1.2788
绝交,0.57,1.2788,1.2788
朗斯,0.57,1.2788,0.6021
奥赛罗,0.57,1.2788,1.0414
难道说,0.57,1.2788,1.2041
史金尼,0.57,1.2788,0
班克思,0.57,1.2788,0
拉平,0.57,1.2788,1.1139
艰险,0.57,1.2788,1.2304
烟幕,0.57,1.2788,1.1139
蛇毒,0.57,1.2788,1.0414
全景,0.57,1.2788,1.2304
皮靴,0.57,1.2788,1.1761
羊皮纸,0.57,1.2788,1.2041
拼盘,0.57,1.2788,1.1461
科斯迪,0.57,1.2788,0
楠,0.57,1.2788,0.7782
普卢塔科,0.57,1.2788,0
费尔米纳,0.57,1.2788,0
门下,0.57,1.2788,1.2041
造化,0.57,1.2788,1.2041
山塔·安,0.57,1.2788,0
舒泰克,0.57,1.2788,0
几亿,0.57,1.2788,1.2788
好心肠,0.57,1.2788,1.2788
赞歌,0.57,1.2788,1.2041
荤,0.57,1.2788,1.2553
北极圈,0.57,1.2788,1.0414
直流,0.57,1.2788,1.2788
宫里,0.57,1.2788,1
出谋划策,0.57,1.2788,1.2788
管事,0.57,1.2788,1.1461
现实主义者,0.57,1.2788,1.2041
球道,0.57,1.2788,1.0414
翠丝,0.57,1.2788,0.4771
上口,0.57,1.2788,1.2553
反方,0.57,1.2788,1.1461
视听,0.57,1.2788,1.2788
校友会,0.57,1.2788,1.0792
万千,0.57,1.2788,1.2553
静候,0.57,1.2788,1.2553
渐入佳境,0.57,1.2788,1.2788
班里,0.57,1.2788,1.2553
毫不相干,0.57,1.2788,1.2553
兵变,0.57,1.2788,1.0414
述说,0.57,1.2788,1.2553
眼眸,0.57,1.2788,1.0792
读音,0.57,1.2788,1.2553
热诚,0.57,1.2788,1.2553
兴头,0.57,1.2788,1.2041
阿格里帕,0.57,1.2788,0.7782
桉树,0.57,1.2788,1.1139
登报,0.57,1.2788,1.2304
造诣,0.57,1.2788,1.2553
同舟共济,0.57,1.2788,1.2788
兵法,0.57,1.2788,1.1761
银牌,0.57,1.2788,1.1139
不屈不挠,0.57,1.2788,1.2553
新闻稿,0.57,1.2788,1.2304
湍流,0.57,1.2788,1.1461
普瑞莫,0.57,1.2788,0
课余,0.57,1.2788,1.2553
经得起,0.57,1.2788,1.2041
架设,0.57,1.2788,1.2553
振泰,0.57,1.2788,0
万斯,0.57,1.2788,0.6021
租户,0.57,1.2788,1.1461
浅色,0.57,1.2788,1.2788
写下,0.57,1.2788,1.2788
月色,0.57,1.2788,1.1461
歌谣,0.57,1.2788,1.2304
融资,0.57,1.2788,1.1761
瑞典语,0.57,1.2788,1.0792
木桶,0.57,1.2788,1.2553
肉豆蔻,0.57,1.2788,1.2041
兼并,0.57,1.2788,1.2304
克林飞,0.57,1.2788,0
国人,0.57,1.2788,1.1139
泰姆,0.57,1.2788,0
纯天然,0.57,1.2788,1.2553
尊崇,0.57,1.2788,1.2553
敌手,0.57,1.2788,1.2788
战局,0.57,1.2788,1.2553
玛丽莎,0.57,1.2788,0.8451
平躺,0.57,1.2788,1.1761
汇票,0.57,1.2788,1.1461
康提,0.57,1.2788,0.301
火花塞,0.57,1.2788,1.1461
齐木,0.57,1.2788,0
卢森堡,0.57,1.2788,1.1461
翰秀,0.57,1.2788,0
费周章,0.57,1.2788,1.2788
人证,0.57,1.2788,1.2041
凉拌,0.57,1.2788,1.2304
梅尔文,0.57,1.2788,0.6021
天际,0.57,1.2788,1.2553
积攒,0.57,1.2788,1.2788
菜刀,0.57,1.2788,1.2041
助阵,0.57,1.2788,1.1139
天赐良机,0.57,1.2788,1.2304
马希亚斯,0.57,1.2788,0
搜刮,0.57,1.2788,1.2788
克罗基特,0.57,1.2788,0.699
建国,0.57,1.2788,1.1461
国有,0.57,1.2788,1.2553
阿迪,0.57,1.2788,0.6021
富兰克,0.57,1.2788,0.8451
挂号信,0.57,1.2788,1.0792
无所作为,0.57,1.2788,1.2553
顶棚,0.57,1.2788,1.1761
玛莲娜,0.57,1.2788,0.4771
战果,0.57,1.2788,1.1761
吆喝,0.57,1.2788,1.2041
拉布拉多,0.57,1.2788,1.1461
锭,0.57,1.2788,1.0414
根深蒂固,0.57,1.2788,1.2553
深重,0.57,1.2788,1.2553
十有八九,0.57,1.2788,1.2788
一线生机,0.57,1.2788,1.2788
冷藏库,0.57,1.2788,1.2304
忐忑不安,0.57,1.2788,1.2304
卡布其诺,0.57,1.2788,1.1461
扮作,0.57,1.2788,1.2041
班奈特,0.57,1.2788,0.301
克雷根,0.57,1.2788,0
康莫德斯,0.57,1.2788,0
费伯,0.57,1.2788,0.301
暹粒,0.57,1.2788,0.301
优越感,0.57,1.2788,1.2304
丝线,0.57,1.2788,1.1461
盖文·哈里斯,0.57,1.2788,0
猖狂,0.57,1.2788,1.2304
舌尖,0.57,1.2788,1.1761
尸身,0.57,1.2788,1.0414
震撼人心,0.57,1.2788,1.2553
趸,0.57,1.2788,1.2304
变速器,0.57,1.2788,1.2041
天竺鼠,0.57,1.2788,0.6021
人命关天,0.57,1.2788,1.1761
毛泽东,0.57,1.2788,1
米若贝拉,0.57,1.2788,0
核准,0.57,1.2788,1.2304
预付款,0.57,1.2788,1.1761
相邻,0.57,1.2788,1.2553
欧布利特,0.57,1.2788,0
年月,0.57,1.2788,1.2304
塘,0.57,1.2788,1.1139
二百万,0.57,1.2788,1.1461
哈泽德,0.57,1.2788,0.4771
播送,0.57,1.2788,1.2788
波兰人,0.57,1.2788,1.0792
南半球,0.57,1.2788,1.1461
薄膜,0.57,1.2788,1.1461
及早,0.57,1.2788,1.2553
直言不讳,0.57,1.2788,1.2553
花式,0.57,1.2788,1.2553
眼窝,0.57,1.2788,1.1461
预热,0.57,1.2788,1.2788
波马特,0.57,1.2788,0
司法部门,0.57,1.2788,1.2553
监督员,0.57,1.2788,1.2304
萨利姆,0.57,1.2788,0.301
前程似锦,0.57,1.2788,1.2788
格局,0.57,1.2788,1.2041
翻供,0.57,1.2788,1
温克,0.57,1.2788,0.4771
堂堂正正,0.57,1.2788,1.2788
伊莉翠,0.57,1.2788,0
小青年,0.57,1.2788,1.2041
存亡,0.57,1.2788,1.2553
反败为胜,0.57,1.2788,1.2304
僵直,0.57,1.2788,1.0792
只限,0.57,1.2788,1.2788
李承永,0.57,1.2788,0.301
桑米,0.57,1.2788,0
水花,0.57,1.2788,1.2788
弗利戈,0.57,1.2788,0
麦吉尔,0.57,1.2788,0.9031
马高,0.57,1.2788,0
弹子,0.57,1.2788,1.0792
鹈鹕,0.57,1.2788,1.0792
超级市场,0.57,1.2788,1.2041
花园里,0.57,1.2788,1.2788
复员,0.57,1.2788,0.9542
整人,0.57,1.2788,1.1761
奋进,0.57,1.2788,1.0792
高棉,0.57,1.2788,1
刘真,0.57,1.2788,0
塔希,0.57,1.2788,1.2041
哈维·登特,0.57,1.2788,0
罗茜,0.57,1.2788,0.9031
保护伞,0.57,1.2788,1.2304
锒铛入狱,0.57,1.2788,1.2788
叟,0.57,1.2788,0.8451
缄,0.57,1.2788,1.2788
阿嘉莎,0.57,1.2788,0
散伙,0.57,1.2788,1.2041
痛风,0.57,1.2788,1.2304
哈克,0.57,1.2788,0.9031
含意,0.57,1.2788,1.1761
破鞋,0.57,1.2788,1.1461
螺钉,0.57,1.2788,1.2041
阿诺德·弗里德曼,0.57,1.2788,0
袋装,0.57,1.2788,1.1761
马铎,0.57,1.2788,0
被叫,0.57,1.2788,1.2788
告吹,0.57,1.2788,1.1761
投诚,0.57,1.2788,0.9031
日食,0.57,1.2788,1
民选,0.57,1.2788,0.9542
弧度,0.57,1.2788,1.2553
硝酸铵,0.57,1.2788,0.9542
法书,0.57,1.2788,1
玆,0.57,1.2788,0.301
佐兵卫,0.57,1.2788,0
马萨,0.57,1.2788,1.2041
垢,0.57,1.2788,0.9542
高领,0.57,1.2788,1.0792
心血管,0.57,1.2788,1.2788
性器官,0.57,1.2788,1.2553
奇数,0.57,1.2788,1.2788
马莲,0.57,1.2788,0.4771
鼻青脸肿,0.57,1.2788,1.2788
朝鲜人,0.57,1.2788,1.1461
良介,0.57,1.2788,0
米盖尔,0.57,1.2788,0.699
埃米利,0.57,1.2788,0.4771
轻轻松松,0.57,1.2788,1.2788
鸟窝,0.57,1.2788,1.0414
伤兵,0.57,1.2788,1.1461
硅谷,0.57,1.2788,1.1461
柠,0.57,1.2788,0.9542
插页,0.57,1.2788,1.0792
成文,0.57,1.2788,1.2041
匈牙利人,0.57,1.2788,1.1761
棺木,0.57,1.2788,1.1139
一千五百万,0.57,1.2788,1.1139
傻眼,0.57,1.2788,1.2304
浪人,0.57,1.2788,1
丝薇,0.57,1.2788,0.301
真美羽,0.57,1.2788,0
北美洲,0.57,1.2788,1.0792
萨克,0.57,1.2788,0.7782
倒彩,0.57,1.2788,1.1139
橄榄枝,0.57,1.2788,1.2553
烛,0.57,1.2788,1.2041
巴尔,0.57,1.2788,1.1461
智宇,0.57,1.2788,0
腐臭,0.57,1.2788,1.2788
工业区,0.57,1.2788,1.2304
扬名,0.57,1.2788,1.2553
伊夫林,0.57,1.2788,0.699
咏,0.57,1.2788,0.699
哆嗦,0.57,1.2788,1.1761
相助,0.57,1.2788,1.2553
单据,0.57,1.2788,1.2041
远景,0.57,1.2788,1.1461
悔悟,0.57,1.2788,1.1761
花蜜,0.57,1.2788,1
打折扣,0.57,1.2788,1.2788
花蕾,0.57,1.2788,1.2788
辛纳,0.57,1.2788,1.1139
谢普,0.57,1.2788,0.301
塞尔维亚人,0.57,1.2788,1.0414
奥特,0.57,1.2788,0.301
继而,0.57,1.2788,1.2788
张罗,0.57,1.2788,1.2553
海洛英,0.57,1.2788,0.8451
离经叛道,0.57,1.2788,1.2041
略知一二,0.57,1.2788,1.2304
锆,0.57,1.2788,1.0792
小脚,0.54,1.2553,1.2304
安琪,0.54,1.2553,0.7782
格陵兰,0.54,1.2553,0.8451
逗人,0.54,1.2553,1.2041
辞世,0.54,1.2553,1.2553
古城,0.54,1.2553,1.2304
我得,0.54,1.2553,1.2304
无可挽回,0.54,1.2553,1.2304
计分,0.54,1.2553,1.2041
艾丽西亚,0.54,1.2553,0.7782
冰刀,0.54,1.2553,1.0792
供奉,0.54,1.2553,1.0414
外力,0.54,1.2553,1.2553
小贤,0.54,1.2553,0.301
势必,0.54,1.2553,1.2553
曰,0.54,1.2553,1.0792
书签,0.54,1.2553,1.2553
婉娜,0.54,1.2553,0
麦考利,0.54,1.2553,0
快报,0.54,1.2553,1.2041
大公,0.54,1.2553,0.9542
涡流,0.54,1.2553,0.699
季节性,0.54,1.2553,1.2304
火箭炮,0.54,1.2553,1.0792
近日,0.54,1.2553,1.2041
颐指气使,0.54,1.2553,1.2553
交易员,0.54,1.2553,1.0792
宗庙,0.54,1.2553,0.4771
安培,0.54,1.2553,0.7782
布兰特,0.54,1.2553,0.9542
普格,0.54,1.2553,0.301
充耳不闻,0.54,1.2553,1.2553
透风,0.54,1.2553,1.2304
十五万,0.54,1.2553,1.2041
蒙特卡洛,0.54,1.2553,1.1139
恵,0.54,1.2553,0.4771
喊叫声,0.54,1.2553,1.1139
蜂拥,0.54,1.2553,1.2304
万众一心,0.54,1.2553,1.0792
挎,0.54,1.2553,1.2304
对路,0.54,1.2553,1.1139
可贺,0.54,1.2553,1.1139
多事,0.54,1.2553,1.2304
瞥见,0.54,1.2553,1.2304
后妈,0.54,1.2553,1.2041
裁剪,0.54,1.2553,1.2304
农家,0.54,1.2553,1.2041
白糖,0.54,1.2553,1.1461
老交情,0.54,1.2553,1.2041
斜视,0.54,1.2553,1.2304
主线,0.54,1.2553,1.2553
流经,0.54,1.2553,1.2304
伊利莎白,0.54,1.2553,0.6021
既往不咎,0.54,1.2553,1.2553
阿比,0.54,1.2553,0.8451
随波逐流,0.54,1.2553,1.2304
拉曼达,0.54,1.2553,0.301
佯,0.54,1.2553,0.9031
露辛,0.54,1.2553,0
冬瓜,0.54,1.2553,1.2041
匿名信,0.54,1.2553,1.2041
撤换,0.54,1.2553,1.1761
旧书,0.54,1.2553,1.1761
琼尼,0.54,1.2553,0.4771
窗玻璃,0.54,1.2553,1.2304
下文,0.54,1.2553,1.2553
缥缈,0.54,1.2553,1.2304
勾心斗角,0.54,1.2553,1.2553
溃烂,0.54,1.2553,1.2304
驶往,0.54,1.2553,1.2041
中子,0.54,1.2553,1
方格,0.54,1.2553,1.1461
中型,0.54,1.2553,1.2304
胸围,0.54,1.2553,1.1139
中和,0.54,1.2553,1.1761
席拉,0.54,1.2553,0.6021
汉弗莱,0.54,1.2553,0.8451
年轻有为,0.54,1.2553,1.2553
春喜,0.54,1.2553,0
溪流,0.54,1.2553,1.2041
大出风头,0.54,1.2553,1.2553
要领,0.54,1.2553,1.2553
衙门,0.54,1.2553,0.7782
凯儿,0.54,1.2553,0
一小撮,0.54,1.2553,1.2553
两全其美,0.54,1.2553,1.2553
罗斯特,0.54,1.2553,0.6021
无恶不作,0.54,1.2553,1.2041
冤魂,0.54,1.2553,1.2041
拉蒂卡,0.54,1.2553,0
尉,0.54,1.2553,0.7782
黑盒子,0.54,1.2553,0.699
领口,0.54,1.2553,1.1761
托词,0.54,1.2553,1.1761
印子,0.54,1.2553,1.2553
佩利,0.54,1.2553,0.301
一号机,0.54,1.2553,0.9542
封条,0.54,1.2553,1.1461
附属品,0.54,1.2553,1.1761
击伤,0.54,1.2553,1.1461
诺雷,0.54,1.2553,0
并列,0.54,1.2553,1.2304
坎迪斯,0.54,1.2553,0.9542
照明灯,0.54,1.2553,1.1461
轻狂,0.54,1.2553,1.2304
艾克曼,0.54,1.2553,0.7782
吊袜带,0.54,1.2553,1.0792
离题,0.54,1.2553,1.2304
苦瓜,0.54,1.2553,1.0414
海平面,0.54,1.2553,1
生老病死,0.54,1.2553,1.2553
解聘,0.54,1.2553,1.2304
跪倒,0.54,1.2553,1.2304
私房,0.54,1.2553,0.7782
诺玛,0.54,1.2553,0.9542
戴可夫,0.54,1.2553,0
桑给巴尔,0.54,1.2553,1
稀烂,0.54,1.2553,1.2553
托奇,0.54,1.2553,0.301
佳作,0.54,1.2553,1.2304
扭头,0.54,1.2553,1.2553
气象学,0.54,1.2553,1.1139
波顿,0.54,1.2553,0
私心,0.54,1.2553,1.2553
雷蒙斯,0.54,1.2553,0.6021
撤资,0.54,1.2553,1.1461
用劲,0.54,1.2553,1.2304
美特,0.54,1.2553,0.301
无线电波,0.54,1.2553,1.2041
惩治,0.54,1.2553,1.2304
加料,0.54,1.2553,1.2304
佛伦,0.54,1.2553,0.301
保管员,0.54,1.2553,1.0414
古德查德,0.54,1.2553,0
礼拜二,0.54,1.2553,1.2041
公证人,0.54,1.2553,1.1139
科普,0.54,1.2553,0.699
流转,0.54,1.2553,1.2304
知己知彼,0.54,1.2553,1.2041
主教练,0.54,1.2553,1.1461
看轻,0.54,1.2553,1.2553
不畏,0.54,1.2553,1.2304
欢唱,0.54,1.2553,1.1139
回形针,0.54,1.2553,1.1139
质子,0.54,1.2553,1.1761
眼睫毛,0.54,1.2553,0.9542
房价,0.54,1.2553,1.2304
阿莉西亚,0.54,1.2553,0
奸夫,0.54,1.2553,1.2304
次长,0.54,1.2553,0.699
浑浑噩噩,0.54,1.2553,1.2553
普拉,0.54,1.2553,1.2304
辛西娅,0.54,1.2553,0.9542
豆饼,0.54,1.2553,1.1461
坐姿,0.54,1.2553,1.1761
合理化,0.54,1.2553,1.2304
玛丽昂,0.54,1.2553,0.301
壮胆,0.54,1.2553,1.2041
裂变,0.54,1.2553,1.0414
宪,0.54,1.2553,1.0414
叙事,0.54,1.2553,1.0792
点石成金,0.54,1.2553,1.2304
根除,0.54,1.2553,1.2304
挤挤,0.54,1.2553,1.2553
名花,0.54,1.2553,1.2304
副产品,0.54,1.2553,1.2041
起义军,0.54,1.2553,0.9031
码子,0.54,1.2553,1.2553
出生证,0.54,1.2553,1.1139
喀嚓,0.54,1.2553,0.7782
施特劳斯,0.54,1.2553,1
非同小可,0.54,1.2553,1.2553
湖畔,0.54,1.2553,1.1461
花生果,0.54,1.2553,0
特大号,0.54,1.2553,1.2553
丽思,0.54,1.2553,0.4771
改名换姓,0.54,1.2553,1.2041
帕佩利,0.54,1.2553,0
喷灯,0.54,1.2553,1.0414
过半,0.54,1.2553,1.2304
译注,0.54,1.2553,0.9542
年轻力壮,0.54,1.2553,1.1761
舍命,0.54,1.2553,1.1461
约翰·韦恩,0.54,1.2553,1.0414
麻子,0.54,1.2553,1.1139
霍普,0.54,1.2553,1
头球,0.54,1.2553,1.1761
壮志,0.54,1.2553,1.2304
灵活性,0.54,1.2553,1.2553
艾米尔·伯朗特,0.54,1.2553,0
飘浮,0.54,1.2553,1.2304
男方,0.54,1.2553,1.1761
堆积如山,0.54,1.2553,1.2553
山笛,0.54,1.2553,0
蓄水池,0.54,1.2553,1.1139
飘忽,0.54,1.2553,1.2304
血渍,0.54,1.2553,1.1461
节俭,0.54,1.2553,1.2553
骑术,0.54,1.2553,1.1461
攻陷,0.54,1.2553,1.2041
拆迁,0.54,1.2553,1.0414
一望无际,0.54,1.2553,1.2041
茂盛,0.54,1.2553,1.2304
变幻,0.54,1.2553,1.2304
出厂,0.54,1.2553,1.1461
家谱,0.54,1.2553,1.2553
萨姆森,0.54,1.2553,0.9031
放任自流,0.54,1.2553,1.2304
挥洒,0.54,1.2553,1.2304
罗斯玛丽,0.54,1.2553,0.8451
赔款,0.54,1.2553,1
前列,0.54,1.2553,1.2304
走钢丝,0.54,1.2553,1.0414
乐此不疲,0.54,1.2553,1.2304
分家,0.54,1.2553,1.2304
是以,0.54,1.2553,1.2553
湛蓝,0.54,1.2553,1.1461
字字,0.54,1.2553,1.2304
短程,0.54,1.2553,1.2041
助产士,0.54,1.2553,1.1139
冷空气,0.54,1.2553,1.1761
木头人,0.54,1.2553,1.1761
风靡,0.54,1.2553,1.2553
风衣,0.54,1.2553,1.1139
教材,0.54,1.2553,1.2304
和风,0.54,1.2553,1.1139
浴场,0.54,1.2553,1.2041
草根,0.54,1.2553,1.1461
手笔,0.54,1.2553,1.2041
音信,0.54,1.2553,1.2304
哈姆纳塔,0.54,1.2553,0
玛洛莉,0.54,1.2553,0
空前绝后,0.54,1.2553,1.1761
心病,0.54,1.2553,1.2553
埃里克·科南,0.54,1.2553,0
牵线搭桥,0.54,1.2553,1.2553
政体,0.54,1.2553,1.1761
原汁原味,0.54,1.2553,1.1761
坎大哈,0.54,1.2553,0.9031
沢,0.54,1.2553,0.699
范思哲,0.54,1.2553,1.1761
接力赛,0.54,1.2553,0.9542
收藏版,0.54,1.2553,0.6021
自转,0.54,1.2553,1.1461
动怒,0.54,1.2553,1.2041
自荐,0.54,1.2553,1
蒲团,0.54,1.2553,1
旗鼓相当,0.54,1.2553,1.2304
妙手,0.54,1.2553,1.2041
吴珠妍,0.54,1.2553,0
专案组,0.54,1.2553,1.1139
演化,0.54,1.2553,1.1761
心绞痛,0.54,1.2553,1.1461
辽阔,0.54,1.2553,1.1461
观众群,0.54,1.2553,1.2041
车长,0.54,1.2553,0.8451
奇耻大辱,0.54,1.2553,1.2304
动笔,0.54,1.2553,1.2304
罗德里格斯,0.54,1.2553,0.9031
头人,0.54,1.2553,0.7782
别有用心,0.54,1.2553,1.2553
情同手足,0.54,1.2553,1.2041
谎报,0.54,1.2553,1.2304
干瘪,0.54,1.2553,1.2553
风化,0.54,1.2553,1.1761
地球仪,0.54,1.2553,1.0792
七百,0.54,1.2553,1.2041
正传,0.54,1.2553,1.2041
伊蒂,0.54,1.2553,0.301
严加,0.54,1.2553,1.2304
厄尔文,0.54,1.2553,0.301
成吉思汗,0.54,1.2553,1.0414
四处奔波,0.54,1.2553,1.2553
动感情,0.54,1.2553,1.1461
研究会,0.54,1.2553,1.1461
曼雅,0.54,1.2553,0
限期,0.54,1.2553,1.2041
传人,0.54,1.2553,0.8451
金光,0.54,1.2553,1.1461
八百万,0.54,1.2553,1.1761
自理,0.54,1.2553,1.2304
金满,0.54,1.2553,0
八分之一,0.54,1.2553,1.2041
哈萨克,0.54,1.2553,0.8451
湿疹,0.54,1.2553,1.1461
臂章,0.54,1.2553,1.1139
修炼,0.54,1.2553,1.1761
护卫舰,0.54,1.2553,1
钱袋,0.54,1.2553,1.2041
娘胎,0.54,1.2553,1.2553
克索,0.54,1.2553,0
剔牙,0.54,1.2553,1.2553
蹼,0.54,1.2553,1
十四行诗,0.54,1.2553,1.1461
断交,0.54,1.2553,1.2041
链球菌,0.54,1.2553,1.0792
史黛西,0.54,1.2553,0.699
博弈论,0.54,1.2553,1.0792
抢掠,0.54,1.2553,1.1461
青草,0.54,1.2553,1.2041
电机,0.54,1.2553,1.1139
退烧,0.54,1.2553,1.2553
欧迪,0.54,1.2553,0.301
三月份,0.54,1.2553,1.2304
杂乱无章,0.54,1.2553,1.2304
浸透,0.54,1.2553,1.2304
毕基,0.54,1.2553,0
存根,0.54,1.2553,1.1139
朱丽安,0.54,1.2553,0.9031
量子力学,0.54,1.2553,1.1761
科学界,0.54,1.2553,1.1761
星象,0.54,1.2553,1.1761
嘀嘀,0.54,1.2553,1.0792
安身,0.54,1.2553,1.2304
托尔斯泰,0.54,1.2553,1.0792
初中生,0.54,1.2553,1.2041
作茧自缚,0.54,1.2553,1.2553
第十七,0.54,1.2553,1.2304
全州,0.54,1.2553,1.1139
掰开,0.54,1.2553,1.0414
辉,0.54,1.2553,1.1461
藏红花,0.54,1.2553,0.9542
纽维尔,0.54,1.2553,0
