Word,W/million,logW,logW-CD
新诗,0.12,0.6021,0.6021
沈善达,0.12,0.6021,0
腹背受敌,0.12,0.6021,0.6021
炫丽,0.12,0.6021,0.6021
笔杆子,0.12,0.6021,0.4771
命相,0.12,0.6021,0.4771
八十六,0.12,0.6021,0.6021
九点五,0.12,0.6021,0.6021
丹王,0.12,0.6021,0
避让,0.12,0.6021,0.4771
费比,0.12,0.6021,0.301
生存权,0.12,0.6021,0.6021
顺英,0.12,0.6021,0.301
布劳德曼,0.12,0.6021,0
斯丹弗,0.12,0.6021,0
诨名,0.12,0.6021,0.6021
费格,0.12,0.6021,0.301
座上客,0.12,0.6021,0.6021
格林尼斯,0.12,0.6021,0
睦邻友好,0.12,0.6021,0.6021
蒙赛尔,0.12,0.6021,0
美子,0.12,0.6021,0.4771
轴距,0.12,0.6021,0.6021
声言,0.12,0.6021,0.6021
美娴,0.12,0.6021,0
摊派,0.12,0.6021,0.6021
奥斯提亚,0.12,0.6021,0.301
班门弄斧,0.12,0.6021,0.6021
而立之年,0.12,0.6021,0.6021
有生,0.12,0.6021,0.6021
无头案,0.12,0.6021,0.6021
年利率,0.12,0.6021,0.301
莫加哈登,0.12,0.6021,0
鲍伯·沃恩,0.12,0.6021,0
垠,0.12,0.6021,0.4771
罗克韦尔,0.12,0.6021,0.301
斯米其,0.12,0.6021,0
过电影,0.12,0.6021,0.6021
热望,0.12,0.6021,0.6021
舌战,0.12,0.6021,0.6021
入库,0.12,0.6021,0.6021
探矿,0.12,0.6021,0.4771
织锦,0.12,0.6021,0.4771
让兰利,0.12,0.6021,0
荆,0.12,0.6021,0.4771
美善,0.12,0.6021,0
林贵尼,0.12,0.6021,0
第五十九,0.12,0.6021,0.301
邦妮·特劳特,0.12,0.6021,0
史密斯威森,0.12,0.6021,0.4771
烽火,0.12,0.6021,0.6021
弗洛莫,0.12,0.6021,0
科日什托夫,0.12,0.6021,0
帕勒摩,0.12,0.6021,0
军车,0.12,0.6021,0.6021
雷克斯·哈勃,0.12,0.6021,0
黄书,0.12,0.6021,0.4771
贝塔,0.12,0.6021,0.4771
卢克兰,0.12,0.6021,0
奥本海默,0.12,0.6021,0.6021
文明史,0.12,0.6021,0.4771
一根根,0.12,0.6021,0.6021
护耳,0.12,0.6021,0.4771
芭柏,0.12,0.6021,0
吉里根,0.12,0.6021,0
景区,0.12,0.6021,0.6021
萨姆兰,0.12,0.6021,0
债务人,0.12,0.6021,0.6021
假性,0.12,0.6021,0.6021
年景,0.12,0.6021,0.4771
加布里埃尔·格雷,0.12,0.6021,0.6021
招安,0.12,0.6021,0.6021
斯隆·盖茨,0.12,0.6021,0
丹提,0.12,0.6021,0.301
沉甸甸,0.12,0.6021,0.6021
无计划,0.12,0.6021,0.301
里克·斯托克,0.12,0.6021,0
千伶,0.12,0.6021,0
热络,0.12,0.6021,0.6021
亡国,0.12,0.6021,0.301
拉尔夫·瓦尔多·格林,0.12,0.6021,0
真树子,0.12,0.6021,0
美仑,0.12,0.6021,0.6021
格雷西亚,0.12,0.6021,0
繁茂,0.12,0.6021,0.6021
农业局,0.12,0.6021,0.301
有感,0.12,0.6021,0.6021
丹恩,0.12,0.6021,0.301
有悖,0.12,0.6021,0.6021
狄奥尼修斯,0.12,0.6021,0
三洋,0.12,0.6021,0.6021
球部,0.12,0.6021,0
织补,0.12,0.6021,0.301
文体,0.12,0.6021,0.6021
巴布狄伦,0.12,0.6021,0
蒙汗药,0.12,0.6021,0.6021
条规,0.12,0.6021,0.6021
杰克·莫伦奈克斯,0.12,0.6021,0
敏善,0.12,0.6021,0.301
三明,0.12,0.6021,0.4771
那道贤,0.12,0.6021,0
真空管,0.12,0.6021,0.6021
鲍加逊,0.12,0.6021,0.301
贝伦,0.12,0.6021,0.301
修修补补,0.12,0.6021,0.6021
胃壁,0.12,0.6021,0.6021
无日,0.12,0.6021,0.4771
洋洋自得,0.12,0.6021,0.6021
围猎,0.12,0.6021,0.301
约翰列农,0.12,0.6021,0.4771
粗细,0.12,0.6021,0.6021
切实可行,0.12,0.6021,0.6021
德罗宁,0.12,0.6021,0.301
年检,0.12,0.6021,0.6021
声速,0.12,0.6021,0.6021
东西南北,0.12,0.6021,0.6021
黄山,0.12,0.6021,0
八十万,0.12,0.6021,0.4771
智勇双全,0.12,0.6021,0.6021
苗子,0.12,0.6021,0.6021
戴夫·迪,0.12,0.6021,0
铿锵有力,0.12,0.6021,0.4771
发送者,0.12,0.6021,0.4771
皮提亚,0.12,0.6021,0.301
福罗里达,0.12,0.6021,0.6021
雷奥,0.12,0.6021,0
交媾,0.12,0.6021,0.6021
阿南,0.12,0.6021,0
电脑房,0.12,0.6021,0.6021
科巴,0.12,0.6021,0.301
施瓦兹瓦德,0.12,0.6021,0
凋,0.12,0.6021,0.6021
佩特利夫,0.12,0.6021,0.4771
澜湖,0.12,0.6021,0
雅各布斯,0.12,0.6021,0
托马斯·莫尔,0.12,0.6021,0.4771
塔特利亚,0.12,0.6021,0
稳稳地,0.12,0.6021,0.6021
浊,0.12,0.6021,0.6021
格兰弗达,0.12,0.6021,0
昂然,0.12,0.6021,0.6021
沙路齐,0.12,0.6021,0
醌,0.12,0.6021,0
李承,0.12,0.6021,0.4771
厥,0.12,0.6021,0.6021
比娜,0.12,0.6021,0.301
哈根,0.12,0.6021,0.301
莉薇,0.12,0.6021,0.4771
软体动物,0.12,0.6021,0.6021
拉德姆斯,0.12,0.6021,0
莫伯,0.12,0.6021,0.301
桥本,0.12,0.6021,0.6021
特德·科尔,0.12,0.6021,0
迪维莉,0.12,0.6021,0
波卡洪塔斯,0.12,0.6021,0.301
西迪斯,0.12,0.6021,0
雷康,0.12,0.6021,0
核电,0.12,0.6021,0.6021
墙脚,0.12,0.6021,0.6021
格蕾塔,0.12,0.6021,0
尼龙绳,0.12,0.6021,0.6021
钳制,0.12,0.6021,0.6021
病秧子,0.12,0.6021,0.6021
邯郸学步,0.12,0.6021,0.6021
伊米尔,0.12,0.6021,0
帕多瓦,0.12,0.6021,0.4771
普利莫·斯帕拉赞,0.12,0.6021,0
甲贺弦,0.12,0.6021,0
投票箱,0.12,0.6021,0.6021
托德·爱德华兹,0.12,0.6021,0
马坤,0.12,0.6021,0
惠特妮,0.12,0.6021,0.4771
李洙,0.12,0.6021,0.301
韦科,0.12,0.6021,0.6021
瑞玲,0.12,0.6021,0
罗杰·伯德,0.12,0.6021,0
苏拉,0.12,0.6021,0.4771
望望,0.12,0.6021,0.4771
蝰蛇,0.12,0.6021,0.6021
蓝可,0.12,0.6021,0
水靴,0.12,0.6021,0.6021
光器,0.12,0.6021,0.4771
圣萨尔瓦多,0.12,0.6021,0.6021
南安普顿,0.12,0.6021,0.6021
蓝光,0.12,0.6021,0.6021
马刀,0.12,0.6021,0.4771
着风,0.12,0.6021,0.6021
英文版,0.12,0.6021,0.4771
越烈,0.12,0.6021,0.6021
科娅,0.12,0.6021,0
郎达,0.12,0.6021,0
阿巴拉契亚,0.12,0.6021,0.6021
罗彻,0.12,0.6021,0.4771
暗流,0.12,0.6021,0.6021
佩科斯,0.12,0.6021,0.301
韦拓,0.12,0.6021,0
四四,0.12,0.6021,0.4771
闲散,0.12,0.6021,0.6021
顾问团,0.12,0.6021,0.6021
石松,0.12,0.6021,0
高僧,0.12,0.6021,0.4771
制度化,0.12,0.6021,0.6021
石柱,0.12,0.6021,0.301
彼得·埃文斯,0.12,0.6021,0
郑重其事,0.12,0.6021,0.6021
史蒂芬·金,0.12,0.6021,0.6021
成熟期,0.12,0.6021,0.6021
冈尼,0.12,0.6021,0
水运,0.12,0.6021,0.301
韦曼,0.12,0.6021,0.4771
罗恩韦斯莱,0.12,0.6021,0
渔猎,0.12,0.6021,0.6021
生趣,0.12,0.6021,0.6021
三点三十,0.12,0.6021,0.301
人非,0.12,0.6021,0.6021
功过,0.12,0.6021,0.6021
基肯斯,0.12,0.6021,0
增刊,0.12,0.6021,0.6021
超强,0.12,0.6021,0.6021
名噪一时,0.12,0.6021,0.6021
水貂,0.12,0.6021,0.4771
伊芙·汉莫德,0.12,0.6021,0
布利考斯基,0.12,0.6021,0
整编,0.12,0.6021,0.6021
增幅,0.12,0.6021,0.4771
山葵,0.12,0.6021,0.6021
莫里哀,0.12,0.6021,0
夏奇拉,0.12,0.6021,0.6021
藤本,0.12,0.6021,0.301
菲尔普斯,0.12,0.6021,0.6021
诗情画意,0.12,0.6021,0.6021
赫曼,0.12,0.6021,0.301
出发地,0.12,0.6021,0.6021
尤高斯基,0.12,0.6021,0
维拉瑞斯,0.12,0.6021,0
苏珍,0.12,0.6021,0
哈然,0.12,0.6021,0
福雷德,0.12,0.6021,0.301
消极怠工,0.12,0.6021,0.6021
莫吉,0.12,0.6021,0.6021
高射,0.12,0.6021,0.6021
泊位,0.12,0.6021,0.4771
伊多拉斯,0.12,0.6021,0
柳宰,0.12,0.6021,0
熊泽,0.12,0.6021,0
威斯塔,0.12,0.6021,0
寝食,0.12,0.6021,0.6021
代办,0.12,0.6021,0.6021
抗诉,0.12,0.6021,0.6021
蜚,0.12,0.6021,0.4771
想不开,0.12,0.6021,0.6021
保罗·马歇尔,0.12,0.6021,0
比纳,0.12,0.6021,0.6021
交管,0.12,0.6021,0.4771
画龙点睛,0.12,0.6021,0.6021
哈撒,0.12,0.6021,0.4771
雷金纳德,0.12,0.6021,0.4771
四时,0.12,0.6021,0.6021
沙金,0.12,0.6021,0.301
哈代,0.12,0.6021,0.4771
洛察克,0.12,0.6021,0
尿盆,0.12,0.6021,0.4771
熊兆,0.12,0.6021,0
弗利山,0.12,0.6021,0.4771
斯迈莱,0.12,0.6021,0
艾伦·德杰尼勒斯,0.12,0.6021,0.4771
成本价,0.12,0.6021,0.6021
马尔科姆·艾克斯,0.12,0.6021,0
高曼,0.12,0.6021,0.4771
压路机,0.12,0.6021,0.6021
接警,0.12,0.6021,0.6021
植株,0.12,0.6021,0.301
莱斯特班恩斯,0.12,0.6021,0
长期性,0.12,0.6021,0.6021
选读,0.12,0.6021,0.6021
纳波利,0.12,0.6021,0.301
瑞基,0.12,0.6021,0.301
钨,0.12,0.6021,0.6021
石工,0.12,0.6021,0.4771
成箱,0.12,0.6021,0.6021
蒙蒂尼哥鲁,0.12,0.6021,0
落地窗,0.12,0.6021,0.6021
摩擦力,0.12,0.6021,0.4771
约普,0.12,0.6021,0.301
蒸发器,0.12,0.6021,0.301
莎尔莎,0.12,0.6021,0
克拉克·威廉·爱德华兹,0.12,0.6021,0
斯特博,0.12,0.6021,0
诗朗诵,0.12,0.6021,0.6021
德维勒,0.12,0.6021,0
湿淋淋,0.12,0.6021,0.6021
雏鸡,0.12,0.6021,0.4771
连日来,0.12,0.6021,0.6021
百分之二百,0.12,0.6021,0.4771
凯特·法雷尔,0.12,0.6021,0.4771
青铜器,0.12,0.6021,0.4771
石塔,0.12,0.6021,0.4771
殷,0.12,0.6021,0.301
鼓风,0.12,0.6021,0.301
石壁,0.12,0.6021,0.4771
南欧,0.12,0.6021,0.6021
芸豆,0.12,0.6021,0.301
乔·布鲁姆菲尔德,0.12,0.6021,0
哈达德,0.12,0.6021,0
点点头,0.12,0.6021,0.6021
罗曼尼,0.12,0.6021,0.301
佣工,0.12,0.6021,0.6021
大师傅,0.12,0.6021,0.6021
先声夺人,0.12,0.6021,0.6021
酸乳,0.12,0.6021,0.6021
怪话,0.12,0.6021,0.6021
温杜,0.12,0.6021,0.301
塔式,0.12,0.6021,0.6021
丹尼尔·普莱维,0.12,0.6021,0
贼头贼脑,0.12,0.6021,0.6021
山米尔,0.12,0.6021,0
吴东秀,0.12,0.6021,0
沙船,0.12,0.6021,0
平分秋色,0.12,0.6021,0.6021
梅格·瑞恩,0.12,0.6021,0.6021
李大奎,0.12,0.6021,0
艾罗迪·歌,0.12,0.6021,0
良驹,0.12,0.6021,0.6021
山特洛斯,0.12,0.6021,0
利顿斯坦,0.12,0.6021,0
掘开,0.12,0.6021,0.6021
桑塔,0.12,0.6021,0.6021
帕特里克·基登·布拉登,0.12,0.6021,0
奥本,0.12,0.6021,0.4771
接骨,0.12,0.6021,0.6021
嘉丽,0.12,0.6021,0.6021
沃伦娜,0.12,0.6021,0.4771
王音,0.12,0.6021,0
文奉秀,0.12,0.6021,0
奋发图强,0.12,0.6021,0.4771
多丽斯,0.12,0.6021,0
球蛋白,0.12,0.6021,0.6021
高瑞,0.12,0.6021,0
康维,0.12,0.6021,0.6021
就里,0.12,0.6021,0.4771
九零八,0.12,0.6021,0.301
闭幕式,0.12,0.6021,0.4771
名胜古迹,0.12,0.6021,0.6021
米歇根,0.12,0.6021,0.6021
总院,0.12,0.6021,0.301
胡图,0.12,0.6021,0
代用,0.12,0.6021,0.6021
恻,0.12,0.6021,0.6021
四级,0.12,0.6021,0.4771
李德,0.12,0.6021,0.301
弗朗兹,0.12,0.6021,0
校验,0.12,0.6021,0.6021
蓝方,0.12,0.6021,0.301
椌,0.12,0.6021,0
外乡人,0.12,0.6021,0.6021
莫理斯,0.12,0.6021,0.4771
无助于,0.12,0.6021,0.6021
孔必斗,0.12,0.6021,0
雷文,0.12,0.6021,0.301
李嫂,0.12,0.6021,0
艾弗雷,0.12,0.6021,0
尤宁维尔,0.12,0.6021,0
慨,0.12,0.6021,0.6021
傻乐,0.12,0.6021,0.6021
吴祥弼,0.12,0.6021,0
欧麦·奥贝迪,0.12,0.6021,0
科奇东,0.12,0.6021,0
側,0.12,0.6021,0.301
宫外孕,0.12,0.6021,0.6021
锡安城,0.12,0.6021,0.4771
扒窃,0.12,0.6021,0.6021
哈博,0.12,0.6021,0
温格,0.12,0.6021,0.4771
沧海桑田,0.12,0.6021,0.4771
脆骨,0.12,0.6021,0.6021
余音,0.12,0.6021,0.6021
萨姆·福斯特,0.12,0.6021,0
马掌,0.12,0.6021,0.301
盘腿,0.12,0.6021,0.6021
赏月,0.12,0.6021,0.301
爱怜,0.12,0.6021,0.6021
盖丘亚,0.12,0.6021,0.301
痛斥,0.12,0.6021,0.6021
韩德森,0.12,0.6021,0
大礼服,0.12,0.6021,0.4771
选派,0.12,0.6021,0.6021
兴冲冲,0.12,0.6021,0.6021
总汇,0.12,0.6021,0.6021
塞克,0.12,0.6021,0.301
节能灯,0.12,0.6021,0.6021
蒸馏器,0.12,0.6021,0.301
帕瓦罗蒂,0.12,0.6021,0.6021
欧格斯特·唐兹,0.12,0.6021,0
选案,0.12,0.6021,0.4771
龃龉,0.12,0.6021,0.6021
急于求成,0.12,0.6021,0.6021
贝瑞森,0.12,0.6021,0
汉江,0.12,0.6021,0.4771
格顿,0.12,0.6021,0
艾维克,0.12,0.6021,0
电力局,0.12,0.6021,0.6021
甲状腺素,0.12,0.6021,0.4771
水工,0.12,0.6021,0.6021
插翅难飞,0.12,0.6021,0.6021
童趣,0.12,0.6021,0.6021
马嵩,0.12,0.6021,0
乡绅,0.12,0.6021,0.6021
塞吉,0.12,0.6021,0
佝偻病,0.12,0.6021,0.4771
狎,0.12,0.6021,0.6021
收市,0.12,0.6021,0.6021
派员,0.12,0.6021,0.4771
报案人,0.12,0.6021,0.6021
民修,0.12,0.6021,0
高论,0.12,0.6021,0.6021
纳恩,0.12,0.6021,0
饵料,0.12,0.6021,0.4771
阿列克托,0.12,0.6021,0
奈特利,0.12,0.6021,0
都城,0.12,0.6021,0.6021
吉尔莫,0.12,0.6021,0.4771
选材,0.12,0.6021,0.6021
艾什莉,0.12,0.6021,0.301
海警,0.12,0.6021,0.301
爱洛,0.12,0.6021,0
第二十九,0.12,0.6021,0.301
塞弗,0.12,0.6021,0.301
洛兰尼,0.12,0.6021,0
沙罗,0.12,0.6021,0.301
行家里手,0.12,0.6021,0.6021
沁,0.12,0.6021,0.6021
莫瑞资,0.12,0.6021,0
尿频,0.12,0.6021,0.4771
紋,0.12,0.6021,0
米维娜,0.12,0.6021,0
雷德里,0.12,0.6021,0
光面,0.12,0.6021,0.6021
玛丽琳雷克斯拉夫,0.12,0.6021,0
高质,0.12,0.6021,0.6021
克罗利,0.12,0.6021,0
奇正,0.12,0.6021,0.6021
拉斯维拉,0.12,0.6021,0
伍弗·弗莱维尔,0.12,0.6021,0
康科德,0.12,0.6021,0.301
蓝迪,0.12,0.6021,0.4771
吴顺慧,0.12,0.6021,0
鹊桥,0.12,0.6021,0.6021
演剧,0.12,0.6021,0.4771
国宝级,0.12,0.6021,0.6021
维佛,0.12,0.6021,0
胶泥,0.12,0.6021,0.4771
卡马克斯城,0.12,0.6021,0
马表,0.12,0.6021,0
克丽丝汀,0.12,0.6021,0.4771
阿加莎·克里斯蒂,0.12,0.6021,0.6021
里普利,0.12,0.6021,0.301
马西,0.12,0.6021,0.301
赖特曼,0.12,0.6021,0.4771
巴布亚新几内亚,0.12,0.6021,0.6021
米克哈尔·贝里可夫,0.12,0.6021,0
甲组,0.12,0.6021,0.301
老师傅,0.12,0.6021,0.301
主凶,0.12,0.6021,0.4771
硝酸银,0.12,0.6021,0.4771
斯瓦西里,0.12,0.6021,0.4771
亏得,0.12,0.6021,0.6021
一蹴而就,0.12,0.6021,0.6021
伊格纳,0.12,0.6021,0
朱锡泰,0.12,0.6021,0
斯奇尼兹,0.12,0.6021,0
斯凯莱特,0.12,0.6021,0
经济体,0.12,0.6021,0.6021
间作,0.12,0.6021,0.6021
同窗,0.12,0.6021,0.6021
比利·达利,0.12,0.6021,0
拓扑,0.12,0.6021,0.6021
凤佑,0.12,0.6021,0
比利·汉森,0.12,0.6021,0
余热,0.12,0.6021,0.6021
分类法,0.12,0.6021,0.301
茶店,0.12,0.6021,0.6021
托恩,0.12,0.6021,0.4771
络绎不绝,0.12,0.6021,0.6021
澎,0.12,0.6021,0.4771
弗瑞,0.12,0.6021,0.4771
髭,0.12,0.6021,0.301
三十五万,0.12,0.6021,0.301
病案,0.12,0.6021,0.6021
医学史,0.12,0.6021,0.4771
阿本茨,0.12,0.6021,0
病榻,0.12,0.6021,0.6021
塞缪尔森,0.12,0.6021,0.301
居功,0.12,0.6021,0.6021
一墙之隔,0.12,0.6021,0.6021
伤愈,0.12,0.6021,0.6021
克里斯托夫,0.12,0.6021,0.4771
兰多·卡尔瑞辛,0.12,0.6021,0
津津有味,0.12,0.6021,0.6021
接点,0.12,0.6021,0.6021
殊不知,0.12,0.6021,0.6021
威斯顿,0.12,0.6021,0.301
频谱,0.12,0.6021,0.6021
润泽,0.12,0.6021,0.6021
泰铢,0.12,0.6021,0
醚,0.12,0.6021,0.6021
脑瓜子,0.12,0.6021,0.6021
刀光剑影,0.12,0.6021,0.6021
米尔奇,0.12,0.6021,0
收盘,0.12,0.6021,0.6021
主创,0.12,0.6021,0.6021
水稻,0.12,0.6021,0.6021
贝格霍夫,0.12,0.6021,0
矮个儿,0.12,0.6021,0.6021
三千五,0.12,0.6021,0.4771
克雷福德,0.12,0.6021,0
歹人,0.12,0.6021,0.301
涓涓,0.12,0.6021,0.4771
总罢工,0.12,0.6021,0
临场,0.12,0.6021,0.6021
亚硝酸盐,0.12,0.6021,0.4771
殒,0.12,0.6021,0.6021
富士通,0.12,0.6021,0.301
病况,0.12,0.6021,0.6021
卢欣达·哈里斯,0.12,0.6021,0
伊森·亨特,0.12,0.6021,0
弗朗辛,0.12,0.6021,0.301
电力线,0.12,0.6021,0.6021
朴秀东,0.12,0.6021,0
甲骨文,0.12,0.6021,0.301
今世,0.12,0.6021,0.6021
踌躇不前,0.12,0.6021,0.6021
凯萨琳雷利,0.12,0.6021,0
加尔斯布林,0.12,0.6021,0
病员,0.12,0.6021,0.6021
艾维特,0.12,0.6021,0
尔后,0.12,0.6021,0.6021
蒂尼,0.12,0.6021,0.4771
荣辱与共,0.12,0.6021,0.6021
胡子男,0.12,0.6021,0.6021
整肃,0.12,0.6021,0.6021
以此类推,0.12,0.6021,0.6021
羽绒被,0.12,0.6021,0.4771
欺世盗名,0.12,0.6021,0
昴,0.12,0.6021,0.6021
都朗哥,0.12,0.6021,0
塞窦,0.12,0.6021,0
铁掌,0.12,0.6021,0.4771
埃德加·韦斯特,0.12,0.6021,0
班尼特·马高,0.12,0.6021,0
宿愿,0.12,0.6021,0.4771
菲尔莫,0.12,0.6021,0.4771
水牢,0.12,0.6021,0.6021
塞尔萨,0.12,0.6021,0
仕女,0.12,0.6021,0.4771
急中生智,0.12,0.6021,0.6021
古比兹,0.12,0.6021,0
水烟,0.12,0.6021,0.4771
沙士,0.12,0.6021,0.301
布莱蒂,0.12,0.6021,0
杜兰德,0.12,0.6021,0.301
观影,0.12,0.6021,0.4771
水灵,0.12,0.6021,0.4771
豆制品,0.12,0.6021,0.6021
苏芮,0.12,0.6021,0
沙律,0.12,0.6021,0.301
牧业,0.12,0.6021,0
埃涅阿斯,0.12,0.6021,0.301
恋恋不舍,0.12,0.6021,0.6021
层级,0.12,0.6021,0.4771
科波菲尔,0.12,0.6021,0.6021
法理,0.12,0.6021,0.6021
表演队,0.12,0.6021,0.6021
和亨利,0.12,0.6021,0.4771
策应,0.12,0.6021,0.301
王侯,0.12,0.6021,0.4771
香农,0.12,0.6021,0.4771
黄金城,0.12,0.6021,0.301
馏,0.12,0.6021,0.4771
克拉根摩,0.12,0.6021,0
他处,0.12,0.6021,0.6021
塞提,0.12,0.6021,0
上岁数,0.12,0.6021,0.6021
威尔伯特,0.12,0.6021,0
字斟句酌,0.12,0.6021,0.6021
鹰航,0.12,0.6021,0
借火,0.12,0.6021,0.6021
彼得卡拉汉,0.12,0.6021,0
雷兹,0.12,0.6021,0
同形,0.12,0.6021,0.6021
何而生,0.12,0.6021,0.4771
本·杰瑞,0.12,0.6021,0
埃文·帕特森,0.12,0.6021,0
收效,0.12,0.6021,0.6021
至关紧要,0.12,0.6021,0.6021
舍曲林,0.12,0.6021,0.6021
麦可·欧戴尔,0.12,0.6021,0
桥面,0.12,0.6021,0.6021
动人心弦,0.12,0.6021,0.6021
背囊,0.12,0.6021,0.301
艾弗尔,0.12,0.6021,0
一望无垠,0.12,0.6021,0.6021
太阳城,0.12,0.6021,0.4771
刚强,0.12,0.6021,0.301
九十八,0.12,0.6021,0.301
脑颅,0.12,0.6021,0
偏重,0.12,0.6021,0.4771
泾渭分明,0.12,0.6021,0.4771
郑哈燮,0.12,0.6021,0
芬兰人,0.12,0.6021,0.6021
凯丝琳,0.12,0.6021,0
太阳宫,0.12,0.6021,0
瑞纳德,0.12,0.6021,0
今冬,0.12,0.6021,0.4771
间或,0.12,0.6021,0.6021
区政府,0.12,0.6021,0.4771
斯特茜,0.12,0.6021,0.301
汉利,0.12,0.6021,0.301
品学兼优,0.12,0.6021,0.6021
安德鲁·布朗,0.12,0.6021,0
布里克曼,0.12,0.6021,0
达官,0.12,0.6021,0.6021
良善,0.12,0.6021,0.6021
哈普,0.12,0.6021,0
固步自封,0.12,0.6021,0.6021
米哈·奥沙利文,0.12,0.6021,0
奥斯滕·阿蒂斯,0.12,0.6021,0
阿维拉,0.12,0.6021,0.4771
白虎帮,0.12,0.6021,0
近些年,0.12,0.6021,0.6021
偏题,0.12,0.6021,0.4771
独立性,0.12,0.6021,0.4771
保皇党,0.12,0.6021,0.6021
玛克,0.12,0.6021,0.301
皮克特,0.12,0.6021,0.301
范登博什,0.12,0.6021,0
安必恩,0.12,0.6021,0.4771
西柏林,0.12,0.6021,0.4771
蒙特罗,0.12,0.6021,0.301
施克纳,0.12,0.6021,0
冯图索尔,0.12,0.6021,0
高顿·斯图尔特·诺斯考特,0.12,0.6021,0
德鲁·巴里摩尔,0.12,0.6021,0.4771
莫妮,0.12,0.6021,0.301
博莱吉特,0.12,0.6021,0.301
忿怒,0.12,0.6021,0.6021
雷洛培,0.12,0.6021,0
接收站,0.12,0.6021,0.301
新城,0.12,0.6021,0.301
排烟,0.12,0.6021,0.6021
韦恩·帕尔默,0.12,0.6021,0.301
拉尔森,0.12,0.6021,0.4771
瑞基娜,0.12,0.6021,0
狗吃屎,0.12,0.6021,0.6021
無,0.12,0.6021,0.301
道不明,0.12,0.6021,0.6021
信息量,0.12,0.6021,0.6021
阿尔曼,0.12,0.6021,0
俯卧,0.12,0.6021,0.6021
摊贩,0.12,0.6021,0.4771
佩里格林,0.12,0.6021,0
龟缩,0.12,0.6021,0.6021
赛德邦,0.12,0.6021,0
金善浩,0.12,0.6021,0
麦克·斯图本,0.12,0.6021,0
卢·费雷格诺,0.12,0.6021,0
茶盘,0.12,0.6021,0.4771
酸疼,0.12,0.6021,0.4771
迪莫金,0.12,0.6021,0
岩壁,0.12,0.6021,0.4771
年金,0.12,0.6021,0.301
家常饭,0.12,0.6021,0.6021
个私,0.12,0.6021,0.6021
佛尼雅,0.12,0.6021,0
胡志明,0.12,0.6021,0.6021
不致于,0.12,0.6021,0.6021
探雷,0.12,0.6021,0.4771
哈科米,0.12,0.6021,0
悔过自新,0.12,0.6021,0.6021
毗,0.12,0.6021,0.6021
马倌,0.12,0.6021,0
考布,0.12,0.6021,0
樫,0.12,0.6021,0.301
单价,0.12,0.6021,0.6021
洒脱,0.12,0.6021,0.6021
维克·卡凡纳,0.12,0.6021,0
管乐器,0.12,0.6021,0.6021
一飞冲天,0.12,0.6021,0.6021
斑白,0.12,0.6021,0.4771
伍迪·格斯里,0.12,0.6021,0
从古至今,0.12,0.6021,0.6021
韶华,0.12,0.6021,0.6021
欢天喜地,0.12,0.6021,0.6021
新增,0.12,0.6021,0.6021
艾佛瑞·波顿,0.12,0.6021,0
赤膊上阵,0.12,0.6021,0.6021
可变,0.12,0.6021,0.6021
围脖,0.12,0.6021,0.6021
科丽斯,0.12,0.6021,0
作造,0.12,0.6021,0
锦囊,0.12,0.6021,0.6021
斯特兰德,0.12,0.6021,0.4771
凯斯勒,0.12,0.6021,0.301
睡帽,0.12,0.6021,0.4771
民警,0.12,0.6021,0.4771
谢塔,0.12,0.6021,0.301
阿德莉安,0.12,0.6021,0
鬆,0.12,0.6021,0
巴勒,0.12,0.6021,0.4771
独辟蹊径,0.12,0.6021,0.6021
鞍子,0.12,0.6021,0.4771
年间,0.12,0.6021,0.6021
肾囊,0.12,0.6021,0
彼特戴顿,0.12,0.6021,0
颠沛流离,0.12,0.6021,0.6021
相斥,0.12,0.6021,0.6021
抹脖子,0.12,0.6021,0.6021
自讨没趣,0.12,0.6021,0.6021
欧比莱,0.12,0.6021,0
潜泳,0.12,0.6021,0.6021
豁达,0.12,0.6021,0.6021
芬克,0.12,0.6021,0
送报,0.12,0.6021,0.4771
风火轮,0.12,0.6021,0.6021
蓝克,0.12,0.6021,0.301
融汇,0.12,0.6021,0.6021
乐格克,0.12,0.6021,0
洛宾,0.12,0.6021,0.301
奥劳克,0.12,0.6021,0.301
凝集,0.12,0.6021,0.301
孟加拉湾,0.12,0.6021,0.6021
单刀,0.12,0.6021,0.6021
本杰明·阿姆斯特朗,0.12,0.6021,0
大大方方,0.12,0.6021,0.6021
乳白色,0.12,0.6021,0.6021
亚布那,0.12,0.6021,0
杜博斯,0.12,0.6021,0
洋平,0.12,0.6021,0
赫伯特·米勒,0.12,0.6021,0
老小,0.12,0.6021,0.6021
工业界,0.12,0.6021,0.6021
金老,0.12,0.6021,0
老左,0.12,0.6021,0
露西娅·尼萨德,0.12,0.6021,0
肯伊·威斯特,0.12,0.6021,0
玛孔,0.12,0.6021,0
直流电,0.12,0.6021,0.6021
三菱,0.12,0.6021,0.301
强尼·马丁,0.12,0.6021,0
李继宇,0.12,0.6021,0
燈,0.12,0.6021,0
西宫,0.12,0.6021,0
图派克,0.12,0.6021,0.6021
康善敏,0.12,0.6021,0
三者,0.12,0.6021,0.6021
泰勒·普林斯,0.12,0.6021,0
宣传牌,0.12,0.6021,0.4771
阿皮拉纳,0.12,0.6021,0
阿伊达·麦克罗伊,0.12,0.6021,0
人才辈出,0.12,0.6021,0.4771
