Character,CHR/million,logCHR,logCHR-CD
潮,31.7,3.1717,2.9671
舌,31.64,3.1708,2.9832
舍,31.64,3.1708,2.9042
焦,31.62,3.1706,3.0191
赋,31.62,3.1706,2.9899
悉,31.55,3.1697,3.0596
径,31.49,3.1688,3.0009
撑,31.49,3.1688,3.0056
咯,31.47,3.1685,2.9345
泥,31.43,3.1679,2.9509
贩,31.38,3.1673,2.8482
哼,31.32,3.1664,2.9138
佬,31.28,3.1658,2.8293
宴,31.23,3.1652,2.8716
艘,31.21,3.1649,2.7612
寸,31.21,3.1649,2.9969
誉,31.19,3.1647,2.9628
陈,31.19,3.1647,2.9175
惩,31.15,3.1641,2.9917
宜,31.04,3.1626,3.017
兔,31,3.162,2.786
奈,30.96,3.1614,2.6263
墓,30.93,3.1611,2.8426
胃,30.91,3.1608,2.9991
页,30.78,3.159,2.9315
挤,30.7,3.1578,2.9917
脆,30.68,3.1575,3.05
桶,30.64,3.1569,2.9614
巾,30.64,3.1569,2.942
伏,30.61,3.1565,2.9713
佑,30.59,3.1562,2.9335
询,30.57,3.1559,2.9948
衫,30.51,3.155,2.9528
穷,30.51,3.155,2.9786
缠,30.42,3.1538,3.0241
妒,30.4,3.1535,2.9703
妆,30.4,3.1535,2.8893
旋,30.32,3.1523,2.9074
廉,30.25,3.1514,2.7627
扬,30.19,3.1504,2.9628
遥,30.17,3.1501,2.9661
蜂,30.17,3.1501,2.6532
侧,30.04,3.1483,2.9191
舰,30.04,3.1483,2.4362
夸,30.02,3.148,3.0158
筹,29.97,3.1474,2.8716
朱,29.95,3.1471,2.5658
企,29.91,3.1464,2.9355
递,29.89,3.1461,2.9978
铃,29.82,3.1452,2.8585
酪,29.8,3.1449,2.847
刷,29.76,3.1443,2.9345
纵,29.74,3.144,2.9518
衬,29.72,3.1436,2.943
猛,29.59,3.1418,2.9325
耀,29.57,3.1414,2.932
耻,29.53,3.1408,2.993
振,29.48,3.1402,2.9284
污,29.44,3.1396,2.96
册,29.29,3.1374,2.9619
殿,29.29,3.1374,2.5599
瘾,29.29,3.1374,2.8842
唤,29.27,3.137,2.9562
棍,29.16,3.1355,2.9106
璃,29.12,3.1348,2.9284
填,28.99,3.1329,2.98
疾,28.88,3.1313,2.9106
厄,28.86,3.131,2.5551
娅,28.82,3.1303,2.316
慰,28.69,3.1284,3.0017
柏,28.67,3.1281,2.6232
芝,28.65,3.1278,2.7875
磅,28.59,3.1268,2.8727
谍,28.52,3.1258,2.6675
宿,28.48,3.1252,2.9159
忌,28.44,3.1245,2.9571
堪,28.42,3.1242,2.9671
睁,28.42,3.1242,2.9112
脖,28.39,3.1239,2.9731
京,28.37,3.1235,2.5933
陌,28.35,3.1232,2.9894
返,28.31,3.1225,2.9053
奉,28.31,3.1225,2.9727
扇,28.29,3.1222,2.9238
肌,28.22,3.1212,2.9165
廊,28.2,3.1209,2.9212
仓,28.2,3.1209,2.8267
猴,28.18,3.1206,2.7694
慌,28.14,3.1199,2.9836
鉴,28.09,3.1193,2.941
凌,28.03,3.1183,2.9509
仁,27.88,3.1159,2.8621
孔,27.77,3.1143,2.9365
税,27.77,3.1143,2.8325
杆,27.75,3.1139,2.8319
嫉,27.71,3.1133,2.94
箭,27.56,3.1109,2.7451
哟,27.52,3.1103,2.8215
塑,27.41,3.1086,2.9274
湿,27.35,3.1075,2.9538
揍,27.33,3.1072,2.8779
丰,27.28,3.1065,2.9581
捉,27.28,3.1065,2.8971
膀,27.2,3.1052,2.9335
幅,27.2,3.1052,2.8228
恕,27.2,3.1052,2.9243
吊,27.16,3.1045,2.9149
踏,27.11,3.1038,2.9304
泪,27.07,3.1031,2.9074
罩,26.9,3.1004,2.8904
尴,26.84,3.0993,2.9557
郁,26.84,3.0993,2.9191
尬,26.81,3.099,2.9552
茜,26.81,3.099,2.2529
姨,26.66,3.0966,2.738
崩,26.6,3.0955,2.9675
港,26.56,3.0948,2.7559
拆,26.54,3.0945,2.9175
淋,26.49,3.0938,2.8831
玉,26.47,3.0934,2.8007
勾,26.47,3.0934,2.9405
孙,26.45,3.0931,2.8388
币,26.45,3.0931,2.7686
魅,26.34,3.0913,2.9279
署,26.19,3.0888,2.8426
炮,26.19,3.0888,2.6972
奴,26.13,3.0878,2.7412
桃,26.02,3.086,2.786
培,26,3.0856,2.8791
弥,25.98,3.0853,2.8722
抚,25.94,3.0846,2.9315
甘,25.9,3.0839,2.7832
唇,25.87,3.0835,2.8488
腐,25.81,3.0824,2.8785
截,25.62,3.0792,2.918
砍,25.62,3.0792,2.8062
宙,25.62,3.0792,2.7267
宠,25.6,3.0788,2.9106
腰,25.58,3.0785,2.8949
秋,25.51,3.0774,2.7308
俗,25.49,3.077,2.9484
搅,25.45,3.0763,2.936
舱,25.45,3.0763,2.6212
轨,25.43,3.0759,2.85
弯,25.38,3.0752,2.9031
蛮,25.36,3.0748,2.9074
侠,25.36,3.0748,2.5647
恼,25.36,3.0748,2.9624
渐,25.36,3.0748,2.8312
滋,25.36,3.0748,2.8414
萝,25.34,3.0745,2.5786
闷,25.26,3.073,2.941
陛,25.26,3.073,2.3118
爹,25.23,3.0726,2.6812
措,25.23,3.0726,2.9713
债,25.19,3.0719,2.8222
吞,25.11,3.0704,2.8762
肿,25.11,3.0704,2.7752
仙,25.06,3.0697,2.7348
详,25.02,3.0689,2.9727
毯,25.02,3.0689,2.8639
奔,24.98,3.0682,2.9405
庄,24.94,3.0674,2.8007
袖,24.81,3.0652,2.8865
愈,24.72,3.0637,2.8525
磁,24.7,3.0633,2.7059
霉,24.7,3.0633,2.9031
茨,24.7,3.0633,2.4548
肺,24.7,3.0633,2.7952
缓,24.55,3.0607,2.9355
鹰,24.55,3.0607,2.6484
逗,24.51,3.0599,2.9299
储,24.49,3.0596,2.8609
碗,24.44,3.0588,2.8639
番,24.29,3.0561,2.9494
肖,24.27,3.0558,2.4048
嘲,24.27,3.0558,2.9175
氧,24.21,3.0546,2.7404
绩,24.08,3.0523,2.8549
撕,24.06,3.0519,2.9053
囚,23.89,3.0488,2.7642
贾,23.85,3.0481,2.2304
垒,23.85,3.0481,2.5911
井,23.78,3.0469,2.6385
娶,23.74,3.0461,2.8376
勤,23.7,3.0453,2.8657
艇,23.7,3.0453,2.6902
炉,23.68,3.0449,2.8681
旗,23.65,3.0445,2.7604
昂,23.57,3.043,2.7474
垫,23.55,3.0426,2.8432
冬,23.46,3.041,2.7536
葡,23.44,3.0406,2.7738
栋,23.33,3.0386,2.8561
萄,23.31,3.0382,2.7716
滴,23.29,3.0378,2.8525
渡,23.25,3.037,2.8488
钓,23.18,3.0358,2.7723
薪,23.14,3.035,2.8633
腾,23.1,3.0342,2.8745
驱,23.08,3.0338,2.8312
钉,23.06,3.0334,2.7767
横,22.86,3.0298,2.8938
黛,22.86,3.0298,2.3655
榄,22.82,3.029,2.7218
贼,22.74,3.0273,2.7497
溃,22.72,3.0269,2.9047
踩,22.72,3.0269,2.8615
橄,22.65,3.0257,2.716
拘,22.59,3.0245,2.8439
犬,22.52,3.0233,2.721
佣,22.39,3.0208,2.8506
忧,22.37,3.0204,2.8915
宰,22.33,3.0195,2.7945
坠,22.31,3.0191,2.7825
霸,22.29,3.0187,2.6042
革,22.27,3.0183,2.7752
惠,22.2,3.017,2.7024
瘤,22.14,3.0158,2.5502
淡,22.01,3.0133,2.8865
膝,21.97,3.0124,2.8407
佐,21.97,3.0124,2.3385
拦,21.97,3.0124,2.8603
葛,21.93,3.0116,2.5635
脾,21.9,3.0111,2.8954
凉,21.84,3.0099,2.8669
役,21.82,3.0095,2.7789
菌,21.8,3.009,2.6325
崇,21.78,3.0086,2.8645
厚,21.78,3.0086,2.9042
哀,21.75,3.0082,2.8797
浮,21.67,3.0065,2.7896
逻,21.67,3.0065,2.8222
赔,21.67,3.0065,2.776
卑,21.65,3.006,2.8727
熬,21.65,3.006,2.9058
狄,21.6,3.0052,2.4871
矿,21.56,3.0043,2.5263
谬,21.56,3.0043,2.8657
抑,21.54,3.0039,2.8531
漠,21.54,3.0039,2.7846
芙,21.52,3.0035,2.233
壳,21.39,3.0009,2.7709
腊,21.35,3,2.659
屠,21.31,2.9991,2.752
铺,21.28,2.9987,2.8549
茄,21.26,2.9983,2.7832
崔,21.26,2.9983,2.2856
腔,21.26,2.9983,2.8382
衡,21.22,2.9974,2.8439
逛,21.2,2.9969,2.8021
穆,21.18,2.9965,2.5092
趁,21.18,2.9965,2.9128
摧,21.14,2.9956,2.8089
晃,21.14,2.9956,2.8149
僵,21.14,2.9956,2.7118
盾,21.07,2.9943,2.781
妥,20.9,2.9908,2.8597
赐,20.86,2.9899,2.8109
尘,20.84,2.9894,2.8007
堵,20.79,2.9886,2.8704
骂,20.77,2.9881,2.8513
窝,20.77,2.9881,2.8414
琼,20.75,2.9877,2.3118
岩,20.54,2.9832,2.5302
跃,20.52,2.9827,2.7582
粘,20.43,2.9809,2.8176
诈,20.43,2.9809,2.7945
胳,20.41,2.9805,2.8169
虐,20.37,2.9795,2.7497
诸,20.37,2.9795,2.8561
挨,20.35,2.9791,2.8338
喉,20.28,2.9777,2.8274
扑,20.28,2.9777,2.7752
谊,20.15,2.975,2.7752
疲,20.13,2.9745,2.8681
董,20.09,2.9736,2.7388
搏,20.05,2.9727,2.7917
肃,20.03,2.9722,2.8182
倦,20,2.9717,2.8555
幼,20,2.9717,2.8102
嘉,19.96,2.9708,2.6884
诅,19.94,2.9703,2.6675
汀,19.9,2.9694,2.233
映,19.88,2.9689,2.7782
蛛,19.85,2.9685,2.5328
械,19.81,2.9675,2.7513
俊,19.79,2.9671,2.6767
沟,19.79,2.9671,2.8312
愧,19.77,2.9666,2.8451
娱,19.75,2.9661,2.8254
刮,19.64,2.9638,2.7959
纠,19.6,2.9628,2.8639
挽,19.58,2.9624,2.8633
泉,19.58,2.9624,2.6767
催,19.51,2.9609,2.738
袜,19.47,2.96,2.7185
膊,19.45,2.9595,2.8035
晋,19.43,2.959,2.4742
捡,19.38,2.9581,2.8041
叉,19.34,2.9571,2.8254
棕,19.32,2.9566,2.7364
狮,19.32,2.9566,2.6042
瘦,19.26,2.9552,2.7931
郡,19.17,2.9533,2.6561
栏,19.15,2.9528,2.7582
亏,19.15,2.9528,2.8797
氏,19.06,2.9509,2.6857
懒,19.02,2.9499,2.8299
央,19.02,2.9499,2.7193
蹲,19.02,2.9499,2.7582
灌,19,2.9494,2.8136
槟,19,2.9494,2.7308
谱,19,2.9494,2.8041
乏,18.96,2.9484,2.8338
哲,18.94,2.9479,2.5752
侣,18.92,2.9474,2.7528
矮,18.87,2.9465,2.6794
披,18.85,2.946,2.7316
屏,18.85,2.946,2.8055
疫,18.85,2.946,2.5877
轰,18.83,2.9455,2.73
拐,18.77,2.944,2.8048
挪,18.74,2.9435,2.7551
沿,18.72,2.943,2.8129
悬,18.68,2.942,2.8176
贫,18.64,2.941,2.7243
腹,18.64,2.941,2.7701
讽,18.62,2.9405,2.8432
劝,18.59,2.94,2.8202
裹,18.55,2.939,2.7528
诡,18.53,2.9385,2.7903
抹,18.51,2.938,2.8306
噩,18.42,2.936,2.7853
朴,18.4,2.9355,2.3483
稿,18.36,2.9345,2.6425
慧,18.32,2.9335,2.7731
雕,18.32,2.9335,2.6464
姬,18.3,2.933,2.1875
蜡,18.27,2.9325,2.7177
苹,18.23,2.9315,2.6946
粹,18.23,2.9315,2.7451
雾,18.21,2.9309,2.7316
淫,18.1,2.9284,2.7101
浓,18.04,2.9269,2.776
添,18.04,2.9269,2.8267
莲,18,2.9258,2.3424
兜,18,2.9258,2.7694
喘,17.98,2.9253,2.7903
鲨,17.98,2.9253,2.4082
唉,17.93,2.9243,2.683
锋,17.89,2.9232,2.7185
隶,17.85,2.9222,2.6405
肝,17.78,2.9206,2.6385
仗,17.76,2.9201,2.7177
坎,17.72,2.9191,2.4886
扩,17.7,2.9186,2.8189
契,17.68,2.918,2.5832
沮,17.66,2.9175,2.7745
浑,17.63,2.917,2.7945
竭,17.63,2.917,2.8149
炎,17.61,2.9165,2.6981
疏,17.57,2.9154,2.7839
煮,17.53,2.9143,2.734
呈,17.53,2.9143,2.7868
盐,17.53,2.9143,2.6866
鄙,17.53,2.9143,2.8028
匪,17.51,2.9138,2.5798
煎,17.51,2.9138,2.7443
耗,17.44,2.9122,2.7731
鹿,17.38,2.9106,2.5888
仆,17.38,2.9106,2.6294
炼,17.36,2.9101,2.7419
晶,17.31,2.909,2.5821
衰,17.31,2.909,2.7497
掘,17.29,2.9085,2.6964
谜,17.12,2.9042,2.692
捷,17.08,2.9031,2.6875
馅,17.08,2.9031,2.5977
瞄,17.06,2.9025,2.7016
赎,16.99,2.9009,2.6335
肾,16.95,2.8998,2.5647
毙,16.91,2.8987,2.7657
沾,16.87,2.8976,2.786
覆,16.78,2.8954,2.8075
烫,16.78,2.8954,2.699
侄,16.76,2.8949,2.6684
喽,16.74,2.8943,2.7332
跪,16.72,2.8938,2.7033
逝,16.67,2.8927,2.7627
江,16.65,2.8921,2.4928
繁,16.63,2.8915,2.7945
赠,16.61,2.891,2.6693
笼,16.59,2.8904,2.6981
川,16.59,2.8904,2.3324
湾,16.57,2.8899,2.6232
翼,16.52,2.8887,2.6222
筒,16.48,2.8876,2.721
丸,16.46,2.8871,2.6191
薯,16.46,2.8871,2.6964
悄,16.44,2.8865,2.5224
蜘,16.42,2.8859,2.3856
伞,16.4,2.8854,2.5428
妨,16.4,2.8854,2.8156
塌,16.4,2.8854,2.7168
铐,16.4,2.8854,2.6684
吼,16.37,2.8848,2.6972
扶,16.37,2.8848,2.7597
谨,16.35,2.8842,2.8028
抖,16.35,2.8842,2.7818
屈,16.33,2.8837,2.7388
枚,16.33,2.8837,2.6464
辨,16.31,2.8831,2.7738
荐,16.29,2.8825,2.7459
擎,16.27,2.882,2.5441
均,16.23,2.8808,2.7723
飘,16.12,2.8779,2.6628
绅,16.1,2.8774,2.6893
侮,16.05,2.8762,2.7497
矛,16.05,2.8762,2.7482
摘,16.01,2.8751,2.7589
润,15.99,2.8745,2.7143
峰,15.97,2.8739,2.716
鸭,15.97,2.8739,2.5453
庞,15.95,2.8733,2.5391
贷,15.93,2.8727,2.6365
丛,15.88,2.8716,2.6675
饱,15.88,2.8716,2.7839
囊,15.86,2.871,2.6893
剥,15.86,2.871,2.7152
紫,15.82,2.8698,2.6785
氛,15.82,2.8698,2.7686
妄,15.8,2.8692,2.7709
漆,15.71,2.8669,2.6712
膏,15.67,2.8657,2.6493
虾,15.58,2.8633,2.5453
筋,15.54,2.8621,2.7686
慎,15.54,2.8621,2.7796
浅,15.54,2.8621,2.7251
眉,15.5,2.8609,2.7284
贪,15.5,2.8609,2.7482
勋,15.48,2.8603,2.4031
悠,15.41,2.8585,2.7597
夷,15.37,2.8573,2.5611
橱,15.35,2.8567,2.6946
兆,15.33,2.8561,2.6937
畏,15.31,2.8555,2.7226
枕,15.26,2.8543,2.6981
寂,15.26,2.8543,2.6937
鹅,15.18,2.8519,2.49
疚,15.18,2.8519,2.7443
缸,15.14,2.8506,2.658
陶,15.14,2.8506,2.4843
浆,15.11,2.85,2.5899
讼,15.05,2.8482,2.5729
穴,15.05,2.8482,2.5843
忏,15.03,2.8476,2.3784
遮,15.03,2.8476,2.7218
瞬,15.03,2.8476,2.7275
玫,15.01,2.847,2.5911
捣,14.97,2.8457,2.7497
串,14.92,2.8445,2.7118
慕,14.9,2.8439,2.705
奎,14.88,2.8432,2.238
兼,14.86,2.8426,2.7474
赤,14.82,2.8414,2.6335
脂,14.82,2.8414,2.6314
歧,14.77,2.8401,2.6721
瑰,14.75,2.8395,2.5944
垮,14.73,2.8388,2.699
饶,14.73,2.8388,2.7143
疤,14.71,2.8382,2.6385
琪,14.67,2.837,2.0792
篷,14.67,2.837,2.5977
谣,14.62,2.8357,2.6665
猩,14.62,2.8357,2.2201
靴,14.62,2.8357,2.5353
涯,14.6,2.8351,2.7482
锅,14.56,2.8338,2.6693
桩,14.56,2.8338,2.6981
摊,14.52,2.8325,2.7372
钩,14.45,2.8306,2.673
苍,14.45,2.8306,2.6839
妖,14.45,2.8306,2.4843
寿,14.43,2.8299,2.6117
嘻,14.43,2.8299,2.1847
凑,14.41,2.8293,2.7474
缉,14.35,2.8274,2.6532
酬,14.33,2.8267,2.7016
碟,14.33,2.8267,2.6776
促,14.3,2.8261,2.7435
舔,14.28,2.8254,2.5717
畜,14.28,2.8254,2.6117
廷,14.26,2.8248,2.382
垂,14.26,2.8248,2.7275
纱,14.26,2.8248,2.5024
悦,14.26,2.8248,2.7093
畅,14.26,2.8248,2.7185
循,14.24,2.8241,2.7076
烛,14.22,2.8235,2.6243
辅,14.22,2.8235,2.5587
览,14.2,2.8228,2.6464
堕,14.2,2.8228,2.6294
棋,14.2,2.8228,2.5051
贡,14.18,2.8222,2.6484
颠,14.18,2.8222,2.6848
券,14.15,2.8215,2.6117
艳,14.15,2.8215,2.6561
衷,14.13,2.8209,2.7459
卜,14.13,2.8209,2.5328
盲,14.13,2.8209,2.6435
膜,14.13,2.8209,2.6201
珀,14.11,2.8202,2.1761
藤,14.09,2.8195,2.4281
肮,14.05,2.8182,2.7007
嗓,14.05,2.8182,2.5185
斑,14.03,2.8176,2.5378
氓,13.88,2.8129,2.5611
徽,13.88,2.8129,2.5575
稀,13.86,2.8122,2.716
综,13.81,2.8109,2.618
嚷,13.81,2.8109,2.4942
劣,13.79,2.8102,2.7324
珊,13.73,2.8082,2.3263
跨,13.71,2.8075,2.7084
扁,13.68,2.8069,2.6375
妳,13.62,2.8048,1.415
豫,13.6,2.8041,2.7193
携,13.6,2.8041,2.6821
痒,13.58,2.8035,2.5786
粒,13.58,2.8035,2.5729
呕,13.56,2.8028,2.6571
跌,13.54,2.8021,2.6599
坟,13.47,2.8,2.6064
御,13.45,2.7993,2.5821
贞,13.45,2.7993,2.3464
兮,13.41,2.798,2.4502
镑,13.39,2.7973,2.2967
恒,13.39,2.7973,2.6042
罕,13.39,2.7973,2.618
狐,13.36,2.7966,2.433
阅,13.34,2.7959,2.6866
腕,13.32,2.7952,2.6532
钞,13.26,2.7931,2.4955
镖,13.26,2.7931,2.5478
寒,13.24,2.7924,2.6712
敞,13.21,2.7917,2.6972
棵,13.15,2.7896,2.5763
啰,13.15,2.7896,2.4579
肢,13.13,2.7889,2.6325
咙,13.13,2.7889,2.6785
匿,13.13,2.7889,2.6484
饥,13.07,2.7868,2.6532
薇,13.02,2.7853,2.1038
宅,13.02,2.7853,2.6444
棺,13.02,2.7853,2.4579
腺,13,2.7846,2.5786
岗,12.96,2.7832,2.574
呜,12.96,2.7832,2.4624
刊,12.89,2.781,2.5855
柴,12.83,2.7789,2.5977
橡,12.83,2.7789,2.5866
淇,12.83,2.7789,2.5599
盼,12.81,2.7782,2.6866
渣,12.81,2.7782,2.5999
阱,12.81,2.7782,2.6232
贿,12.79,2.7774,2.5611
捅,12.79,2.7774,2.6107
恤,12.77,2.7767,2.5944
棉,12.75,2.776,2.5575
翅,12.75,2.776,2.5843
迅,12.75,2.776,2.6946
晒,12.7,2.7745,2.6107
贤,12.66,2.7731,2.1303
淹,12.66,2.7731,2.6085
龟,12.64,2.7723,2.4713
榜,12.62,2.7716,2.6484
喻,12.62,2.7716,2.6928
澳,12.57,2.7701,2.3856
泼,12.55,2.7694,2.6031
拟,12.55,2.7694,2.5843
椒,12.51,2.7679,2.5051
扳,12.51,2.7679,2.6484
舅,12.49,2.7672,2.0682
咨,12.47,2.7664,2.6085
歪,12.45,2.7657,2.5911
莓,12.45,2.7657,2.5403
躁,12.42,2.7649,2.6785
盆,12.4,2.7642,2.5988
蓄,12.4,2.7642,2.6693
慨,12.32,2.7612,2.6721
懦,12.3,2.7604,2.6191
碧,12.25,2.7589,2.2625
坑,12.25,2.7589,2.5465
颈,12.25,2.7589,2.5763
後,12.23,2.7582,1.4914
焰,12.19,2.7566,2.5092
鸽,12.1,2.7536,2.5024
乃,12.08,2.7528,2.3201
爪,12.02,2.7505,2.5391
钮,12.02,2.7505,2.5682
泣,12.02,2.7505,2.6107
熏,11.98,2.749,2.5809
遣,11.98,2.749,2.6325
祭,11.96,2.7482,2.4082
脊,11.96,2.7482,2.5705
趾,11.96,2.7482,2.5843
津,11.93,2.7474,2.3784
翘,11.91,2.7466,2.567
翁,11.91,2.7466,2.6021
洒,11.89,2.7459,2.6464
稽,11.87,2.7451,2.6464
逆,11.87,2.7451,2.6385
柠,11.78,2.7419,2.5276
柱,11.76,2.7412,2.5866
滥,11.74,2.7404,2.6628
臀,11.72,2.7396,2.5378
皆,11.72,2.7396,2.6702
鸣,11.7,2.7388,2.5403
础,11.7,2.7388,2.6571
狸,11.68,2.738,2.2967
嘱,11.64,2.7364,2.4216
耽,11.64,2.7364,2.6646
弊,11.57,2.734,2.4683
蒸,11.55,2.7332,2.5198
锡,11.53,2.7324,2.1931
螺,11.53,2.7324,2.4518
柄,11.44,2.7292,2.5877
赴,11.42,2.7284,2.6345
浩,11.42,2.7284,2.1206
匠,11.42,2.7284,2.4609
宪,11.4,2.7275,2.382
刹,11.38,2.7267,2.4928
凝,11.38,2.7267,2.5717
檬,11.38,2.7267,2.5198
昆,11.36,2.7259,2.3201
哨,11.34,2.7251,2.549
炫,11.34,2.7251,2.6096
删,11.34,2.7251,2.525
棚,11.34,2.7251,2.5289
冈,11.23,2.721,2.3345
慷,11.23,2.721,2.6335
戚,11.19,2.7193,2.5966
殖,11.19,2.7193,2.5224
届,11.14,2.7177,2.5478
叨,11.12,2.7168,2.5717
睹,11.12,2.7168,2.6474
绘,11.1,2.716,2.5198
蚁,11.1,2.716,2.2765
涨,11.08,2.7152,2.6021
顽,11.06,2.7143,2.6335
盔,11.04,2.7135,2.4654
隧,11.04,2.7135,2.3979
侍,10.99,2.7118,2.4594
厢,10.99,2.7118,2.5011
颁,10.99,2.7118,2.4564
匆,10.97,2.711,2.5051
橙,10.95,2.7101,2.5159
卦,10.93,2.7093,2.4518
苗,10.91,2.7084,2.4249
捏,10.91,2.7084,2.5682
坡,10.89,2.7076,2.5198
剖,10.87,2.7067,2.4886
锤,10.87,2.7067,2.4265
拷,10.87,2.7067,2.5478
憎,10.87,2.7067,2.5899
丘,10.82,2.705,2.3711
丫,10.82,2.705,2.5145
芯,10.78,2.7033,2.2279
膛,10.72,2.7007,2.5038
豹,10.7,2.6998,2.4099
枝,10.67,2.699,2.5224
旺,10.63,2.6972,2.3909
蝶,10.59,2.6955,2.3997
酗,10.55,2.6937,2.5172
芒,10.48,2.6911,2.5211
募,10.48,2.6911,2.4742
噪,10.46,2.6902,2.5237
锻,10.46,2.6902,2.5599
辉,10.46,2.6902,2.5011
叮,10.46,2.6902,2.3874
巷,10.44,2.6893,2.5065
戳,10.42,2.6884,2.5024
狙,10.4,2.6875,2.2788
寡,10.4,2.6875,2.5465
贯,10.38,2.6866,2.6107
锯,10.38,2.6866,2.4183
狡,10.33,2.6848,2.6149
驴,10.31,2.6839,2.4362
嚼,10.31,2.6839,2.4955
癫,10.31,2.6839,2.3945
卵,10.29,2.683,2.4048
熙,10.27,2.6821,1.8573
叹,10.25,2.6812,2.525
凤,10.2,2.6794,2.3404
潘,10.2,2.6794,2.2625
卸,10.16,2.6776,2.5933
唬,10.14,2.6767,2.5999
暑,10.14,2.6767,2.4472
癖,10.14,2.6767,2.4914
铲,10.12,2.6758,2.4814
夕,10.12,2.6758,2.525
梭,10.08,2.6739,2.3222
茫,10.06,2.673,2.5302
陋,10.03,2.6721,2.5809
掏,10.03,2.6721,2.5786
寞,10.03,2.6721,2.5237
纤,9.97,2.6693,2.4997
臣,9.97,2.6693,2.3464
冥,9.97,2.6693,2.3345
纷,9.95,2.6684,2.4757
嗑,9.95,2.6684,2.4314
蔽,9.95,2.6684,2.5527
俘,9.93,2.6675,2.3444
颤,9.91,2.6665,2.5378
轿,9.86,2.6646,2.5024
姜,9.84,2.6637,2.1584
砖,9.84,2.6637,2.382
煤,9.84,2.6637,2.42
咳,9.82,2.6628,2.4298
笛,9.82,2.6628,2.382
驳,9.76,2.6599,2.5065
迁,9.76,2.6599,2.5237
宵,9.74,2.659,2.5453
聘,9.71,2.658,2.5024
铅,9.69,2.6571,2.4713
袍,9.69,2.6571,2.444
洪,9.67,2.6561,2.2765
撼,9.65,2.6551,2.4955
蝙,9.63,2.6542,2.3222
卓,9.61,2.6532,2.3096
翔,9.61,2.6532,2.3856
蝠,9.59,2.6522,2.3201
炬,9.59,2.6522,2.179
裔,9.56,2.6513,2.4814
粪,9.56,2.6513,2.4346
刘,9.56,2.6513,1.9868
蝴,9.52,2.6493,2.3404
秃,9.52,2.6493,2.4594
翠,9.5,2.6484,2.1004
浦,9.44,2.6454,2.1139
蛙,9.44,2.6454,2.2625
驻,9.41,2.6444,2.5441
眨,9.35,2.6415,2.4472
皂,9.35,2.6415,2.4771
幢,9.33,2.6405,2.5038
削,9.33,2.6405,2.5353
乞,9.31,2.6395,2.4713
聋,9.29,2.6385,2.48
橘,9.29,2.6385,2.382
锦,9.27,2.6375,2.3711
梳,9.24,2.6365,2.49
呦,9.24,2.6365,2.4116
愁,9.24,2.6365,2.534
沼,9.24,2.6365,2.2625
绵,9.22,2.6355,2.4624
赂,9.2,2.6345,2.4564
辐,9.2,2.6345,2.2923
鸦,9.2,2.6345,2.42
拽,9.2,2.6345,2.4983
郊,9.2,2.6345,2.534
阔,9.18,2.6335,2.4786
皱,9.18,2.6335,2.5132
哄,9.18,2.6335,2.4914
谐,9.16,2.6325,2.5353
蹦,9.16,2.6325,2.4786
窒,9.12,2.6304,2.4928
碳,9.09,2.6294,2.4166
孟,9.09,2.6294,2.2014
咋,9.09,2.6294,2.4742
赦,9.07,2.6284,2.316
锐,9.05,2.6274,2.549
帆,9.05,2.6274,2.3802
傅,9.05,2.6274,2.0334
剃,9.03,2.6263,2.42
斥,9.03,2.6263,2.5527
峡,8.99,2.6243,2.3927
捞,8.97,2.6232,2.5038
铜,8.97,2.6232,2.4393
悼,8.97,2.6232,2.4564
驼,8.95,2.6222,2.2577
巢,8.95,2.6222,2.4425
淑,8.92,2.6212,2.2695
庇,8.92,2.6212,2.42
跤,8.88,2.6191,2.3636
厦,8.84,2.617,2.4116
逍,8.82,2.616,2.5224
悍,8.8,2.6149,2.4183
仑,8.8,2.6149,2.3345
抄,8.8,2.6149,2.4639
禽,8.77,2.6138,2.4265
焕,8.75,2.6128,2.281
履,8.75,2.6128,2.5328
醋,8.71,2.6107,2.4579
羽,8.71,2.6107,2.3729
蕉,8.65,2.6075,2.4133
肋,8.65,2.6075,2.4425
斜,8.6,2.6053,2.4579
棘,8.6,2.6053,2.5478
凳,8.58,2.6042,2.3909
砰,8.58,2.6042,2.3365
浸,8.58,2.6042,2.5378
衔,8.56,2.6031,2.433
绒,8.54,2.6021,2.4362
雀,8.54,2.6021,2.3927
熄,8.54,2.6021,2.4829
谦,8.52,2.601,2.4742
杖,8.5,2.5999,2.3502
悟,8.5,2.5999,2.4609
寺,8.48,2.5988,2.1703
醇,8.45,2.5977,2.3766
泛,8.45,2.5977,2.4346
霜,8.43,2.5966,2.4609
屉,8.43,2.5966,2.4742
茱,8.43,2.5966,1.9731
县,8.41,2.5955,2.2695
恳,8.41,2.5955,2.5051
逸,8.37,2.5933,2.4216
咕,8.35,2.5922,2.2041
蝇,8.35,2.5922,2.415
殴,8.35,2.5922,2.4639
猾,8.35,2.5922,2.5302
韵,8.33,2.5911,2.3892
钝,8.33,2.5911,2.5159
葱,8.33,2.5911,2.3962
绞,8.33,2.5911,2.4281
饵,8.3,2.5899,2.4378
逢,8.28,2.5888,2.5211
奢,8.26,2.5877,2.4983
挫,8.26,2.5877,2.5198
兑,8.26,2.5877,2.4548
撇,8.26,2.5877,2.4409
弦,8.2,2.5843,2.3598
